redemption_id,customer_id,ts_epoch,timestamp,promo_redemptions_on_device,promo_redemptions_on_ip,accounts_on_device_7d,signup_to_redeem_seconds,email_pattern_similarity,component_account_count,payout_destination_reuse,abuse_label,split
RD_AB_00078_00,CUST_PA00078_00,1768923226.3036664,2026-01-20T15:33:46.303666+00:00,0,0,1,8.2,0.7269803533616421,8,0,1,train
RD_AB_00078_03,CUST_PA00078_03,1768925123.8971484,2026-01-20T19:26:19.214412+00:00,3,3,4,95.8,0.8721597674502489,8,0,1,train
RD_AB_00078_01,CUST_PA00078_01,1768925170.244576,2026-01-20T16:38:00.396360+00:00,0,1,2,24.7,0.7342537921662208,8,0,1,train
RD_AB_00078_02,CUST_PA00078_02,1768926508.475112,2026-01-20T16:35:47.375228+00:00,2,2,3,79.7,0.9323558796819075,8,0,1,train
RD_002486,CUST_004084,1768931409.9175277,2026-01-20T17:50:09.917528+00:00,0,0,1,8833.6,0.09692691028732878,1,0,0,train
RD_AB_00078_06,CUST_PA00078_06,1768931794.0973766,2026-01-20T18:57:11.890618+00:00,6,6,7,86.8,0.7765723059863662,8,0,1,train
RD_AB_00078_07,CUST_PA00078_07,1768932934.0433934,2026-01-20T15:44:17.865531+00:00,7,7,8,29.1,0.6757512192943728,8,0,1,train
RD_AB_00078_04,CUST_PA00078_04,1768937608.5162303,2026-01-20T21:19:33.625687+00:00,4,4,5,123.8,0.8488610653652154,8,0,1,train
RD_AB_00078_05,CUST_PA00078_05,1768947724.5423753,2026-01-20T22:58:53.728547+00:00,5,5,1,49.8,0.6651719830914254,8,0,1,train
RD_003155,CUST_002370,1768972875.1316233,2026-01-21T05:21:15.131623+00:00,1,0,2,2626.2,0.6031369258872916,3,0,0,train
RD_002816,CUST_000788,1768975769.4556713,2026-01-21T06:09:29.455671+00:00,0,0,1,1087.2,0.35239355936892985,1,0,0,train
RD_000963,CUST_000255,1768985872.1073782,2026-01-21T08:57:52.107378+00:00,0,0,1,1298.3,0.4323890225260239,1,0,0,train
RD_003774,CUST_003748,1768992547.6490986,2026-01-21T10:49:07.649099+00:00,0,0,1,246.5,0.144904763750071,1,0,0,train
RD_001996,CUST_001744,1768993285.139148,2026-01-21T11:01:25.139148+00:00,0,0,1,1580.7,0.5871149804278537,1,0,0,train
RD_AB_00027_00,CUST_PA00027_00,1769012615.235579,2026-01-21T16:23:35.235579+00:00,0,0,1,69.0,0.7103241572972461,6,0,1,train
RD_AB_00027_02,CUST_PA00027_02,1769013740.5280583,2026-01-21T18:28:55.718632+00:00,2,2,3,32.0,0.851846388350516,6,1,1,train
RD_AB_00027_01,CUST_PA00027_01,1769014661.8708134,2026-01-21T16:28:35.484622+00:00,1,1,2,56.3,0.9700186411728886,6,1,1,train
RD_AB_00027_05,CUST_PA00027_05,1769018472.5474617,2026-01-21T21:42:14.132622+00:00,5,5,6,12.4,0.7960990512457571,6,1,1,train
RD_000541,CUST_004092,1769020330.4918282,2026-01-21T18:32:10.491828+00:00,0,0,1,3257.3,0.10071675907191009,1,0,0,train
RD_AB_00027_03,CUST_PA00027_03,1769024437.7457178,2026-01-21T17:31:02.437306+00:00,3,3,4,25.9,0.9323699687320648,6,1,1,train
RD_AB_00027_04,CUST_PA00027_04,1769031725.177359,2026-01-21T16:50:13.408699+00:00,4,4,1,10.0,0.4769338304668463,6,1,1,train
RD_002856,CUST_000711,1769063853.0365152,2026-01-22T06:37:33.036515+00:00,0,0,1,860.3,0.38715703849459465,1,0,0,train
RD_003507,CUST_002342,1769080908.2845051,2026-01-22T11:21:48.284505+00:00,0,0,1,1800.6,0.5539207808659977,1,0,0,train
RD_005388,CUST_003984,1769095264.2587447,2026-01-22T15:21:04.258745+00:00,0,0,1,2794.4,0.08376203825566624,1,0,0,train
RD_001421,CUST_003049,1769100608.155926,2026-01-22T16:50:08.155926+00:00,0,0,1,4819.6,0.2775093617765997,1,0,0,train
RD_001222,CUST_002977,1769101372.4090598,2026-01-22T17:02:52.409060+00:00,0,0,1,649.1,0.15126978955007006,1,0,0,train
RD_003388,CUST_000460,1769103634.525565,2026-01-22T17:40:34.525565+00:00,0,1,1,2419.4,0.21978292421632079,23,0,0,train
RD_001233,CUST_003121,1769111248.9180596,2026-01-22T19:47:28.918060+00:00,0,0,1,1902.7,0.1181514616438237,1,0,0,train
RD_001013,CUST_004490,1769122677.3269558,2026-01-22T22:57:57.326956+00:00,0,0,1,2958.6,0.33560409999939383,1,0,0,train
RD_AB_00049_00,CUST_PA00049_00,1769129349.789586,2026-01-23T00:49:09.789586+00:00,0,0,1,28.5,0.6332268210900803,7,0,1,train
RD_AB_00049_02,CUST_PA00049_02,1769130391.551312,2026-01-23T01:48:13.275920+00:00,2,2,3,13.7,0.37964129103366956,7,1,1,train
RD_AB_00049_01,CUST_PA00049_01,1769131732.7062306,2026-01-23T00:58:41.044834+00:00,1,1,1,37.0,0.8525010321001046,7,1,1,train
RD_AB_00049_04,CUST_PA00049_04,1769142029.5993705,2026-01-23T04:27:08.597163+00:00,4,4,5,6.5,0.6686240186619374,7,1,1,train
RD_AB_00049_03,CUST_PA00049_03,1769144251.5876408,2026-01-23T03:13:06.577974+00:00,3,3,1,62.2,0.4375920812254547,7,1,1,train
RD_AB_00049_05,CUST_PA00049_05,1769144333.641869,2026-01-23T04:48:09.294528+00:00,5,5,1,19.5,0.8140495468412771,7,1,1,train
RD_AB_00049_06,CUST_PA00049_06,1769160176.5233636,2026-01-23T02:01:27.926278+00:00,0,6,7,76.1,0.9437720927630903,7,1,1,train
RD_004400,CUST_003080,1769167487.8966231,2026-01-23T11:24:47.896623+00:00,0,0,1,696.7,0.42003858568477026,1,0,0,train
RD_001020,CUST_004473,1769177410.0267732,2026-01-23T14:10:10.026773+00:00,0,0,1,289.8,0.12912870804912807,1,0,0,train
RD_003714,CUST_002811,1769199163.1117275,2026-01-23T20:12:43.111727+00:00,0,0,1,16572.1,0.27915353218527245,1,0,0,train
RD_001990,CUST_004502,1769203662.4496975,2026-01-23T21:27:42.449697+00:00,0,0,1,1356.1,0.44362320305626546,1,0,0,train
RD_002057,CUST_004338,1769222515.5821385,2026-01-24T02:41:55.582139+00:00,0,0,1,6560.3,0.10502188355753073,1,0,0,train
RD_004330,CUST_001459,1769240967.534791,2026-01-24T07:49:27.534791+00:00,0,0,1,1706.9,0.15107675583493185,1,0,0,train
RD_003052,CUST_002723,1769255798.6650066,2026-01-24T11:56:38.665007+00:00,0,0,1,1222.1,0.32062239334348386,1,0,0,train
RD_AB_00010_00,CUST_PA00010_00,1769267850.4656947,2026-01-24T15:17:30.465695+00:00,0,0,1,11.0,0.489894606411224,5,0,1,train
RD_AB_00010_02,CUST_PA00010_02,1769271546.2963135,2026-01-24T15:39:10.416095+00:00,2,2,3,4.7,0.4550910803404433,5,1,1,train
RD_AB_00010_01,CUST_PA00010_01,1769272210.633664,2026-01-24T15:47:41.964130+00:00,1,1,2,82.0,0.6228370882892764,5,1,1,train
RD_AB_00010_04,CUST_PA00010_04,1769274448.3436337,2026-01-24T16:27:20.873444+00:00,4,4,5,34.5,0.8592829619382749,5,1,1,train
RD_AB_00010_03,CUST_PA00010_03,1769280471.4760737,2026-01-24T17:31:49.785441+00:00,0,3,4,26.8,0.6757158439730444,5,1,1,train
RD_AB_00020_00,CUST_PA00020_00,1769282367.9375336,2026-01-24T19:19:27.937534+00:00,0,0,1,103.9,0.8632142831669305,8,0,1,train
RD_AB_00020_01,CUST_PA00020_01,1769285690.783967,2026-01-24T20:34:28.356791+00:00,0,1,2,12.0,0.6648037262069998,8,0,1,train
RD_004227,CUST_004473,1769285979.904074,2026-01-24T20:19:39.904074+00:00,0,0,1,7805.0,0.0749797632299907,1,0,0,train
RD_001752,CUST_002182,1769286451.5460393,2026-01-24T20:27:31.546039+00:00,0,0,1,7254.9,0.0349406231587215,1,0,0,train
RD_003343,CUST_000744,1769286906.1868725,2026-01-24T20:35:06.186872+00:00,0,0,1,569.7,0.445134590863892,1,0,0,train
RD_AB_00020_04,CUST_PA00020_04,1769288210.7085428,2026-01-25T00:31:35.338091+00:00,4,4,1,125.8,0.46037086239703273,8,0,1,train
RD_AB_00020_06,CUST_PA00020_06,1769290632.105814,2026-01-25T01:04:22.415647+00:00,6,6,1,129.3,0.7215728567044176,8,0,1,train
RD_AB_00020_02,CUST_PA00020_02,1769292066.223424,2026-01-24T21:44:53.233493+00:00,0,2,3,9.0,0.7389649252371082,8,0,1,train
RD_AB_00020_03,CUST_PA00020_03,1769293408.7477794,2026-01-24T19:55:24.945047+00:00,0,3,4,70.8,0.9400882284102309,8,0,1,train
RD_AB_00020_05,CUST_PA00020_05,1769295151.4679873,2026-01-24T22:32:00.187203+00:00,5,5,6,201.0,0.6076088604421408,8,0,1,train
RD_AB_00020_07,CUST_PA00020_07,1769295648.4817507,2026-01-24T23:45:53.800295+00:00,7,7,1,12.4,0.5273600986478436,8,0,1,train
RD_002469,CUST_004426,1769302204.6787212,2026-01-25T00:50:04.678721+00:00,0,0,1,514.9,0.05982519574451805,1,0,0,train
RD_002674,CUST_003673,1769321706.8024874,2026-01-25T06:15:06.802487+00:00,0,0,1,977.4,0.14067967710159687,1,0,0,train
RD_000648,CUST_000775,1769325584.988883,2026-01-25T07:19:44.988883+00:00,0,0,1,1392.7,0.19334864745579922,1,0,0,train
RD_001781,CUST_000689,1769326022.677677,2026-01-25T07:27:02.677677+00:00,0,0,1,3166.1,0.2632589780542819,1,0,0,train
RD_000123,CUST_001148,1769329008.2985785,2026-01-25T08:16:48.298579+00:00,0,0,1,882.6,0.1510787858382804,1,0,0,train
RD_001163,CUST_000448,1769339316.9844346,2026-01-25T11:08:36.984435+00:00,0,0,1,2613.0,0.3148079105696275,1,0,0,train
RD_002079,CUST_001364,1769344305.5609074,2026-01-25T12:31:45.560907+00:00,0,0,1,12327.6,0.24497353510978437,1,0,0,train
RD_AB_00015_00,CUST_PA00015_00,1769350964.097819,2026-01-25T14:22:44.097819+00:00,0,0,1,11.1,0.7952609106749572,7,0,1,train
RD_AB_00015_01,CUST_PA00015_01,1769351328.869968,2026-01-25T15:10:33.292146+00:00,1,1,1,81.9,0.570945847729785,7,1,1,train
RD_AB_00015_02,CUST_PA00015_02,1769352858.4882083,2026-01-25T17:02:06.832306+00:00,0,2,3,1.9,0.5762617745453742,7,1,1,train
RD_003703,CUST_002107,1769355381.625843,2026-01-25T15:36:21.625843+00:00,0,0,1,5034.9,0.14623387536421734,1,0,0,train
RD_AB_00015_05,CUST_PA00015_05,1769358609.3086379,2026-01-25T17:47:33.947754+00:00,5,5,1,51.1,0.5553558558985762,7,1,1,train
RD_AB_00015_04,CUST_PA00015_04,1769360763.7814858,2026-01-25T14:43:59.525828+00:00,4,4,5,10.8,0.6111084150776203,7,1,1,train
RD_004771,CUST_003049,1769363274.8379755,2026-01-25T17:47:54.837976+00:00,0,0,1,8543.1,0.2962814239358483,1,0,0,train
RD_AB_00015_03,CUST_PA00015_03,1769364998.058424,2026-01-25T18:44:03.095598+00:00,3,3,4,70.8,0.5000579908197652,7,1,1,train
RD_001284,CUST_003339,1769368781.9833763,2026-01-25T19:19:41.983376+00:00,0,0,1,1397.6,0.4779525734861178,1,0,0,train
RD_AB_00015_06,CUST_PA00015_06,1769381841.709253,2026-01-25T20:52:30.272388+00:00,6,6,7,23.6,0.7052663145443439,7,1,1,train
RD_002522,CUST_000562,1769383352.6095312,2026-01-25T23:22:32.609531+00:00,0,0,2,601.1,0.22276103228220326,3,0,0,train
RD_004265,CUST_001303,1769398244.5898128,2026-01-26T03:30:44.589813+00:00,0,0,1,685.7,0.057040560525298885,1,0,0,train
RD_004381,CUST_000167,1769404846.6001477,2026-01-26T05:20:46.600148+00:00,0,0,1,30.9,0.30561667372326046,1,0,0,train
RD_002408,CUST_002977,1769423222.1758654,2026-01-26T10:27:02.175865+00:00,0,0,1,3409.7,0.4290135628524357,1,0,0,train
RD_003523,CUST_001539,1769427098.917884,2026-01-26T11:31:38.917884+00:00,0,0,1,516.1,0.020032020191247744,1,0,0,train
RD_001380,CUST_003769,1769434577.6540844,2026-01-26T13:36:17.654084+00:00,0,0,1,12403.5,0.07050681569783387,1,0,0,train
RD_000996,CUST_000176,1769450935.3759384,2026-01-26T18:08:55.375938+00:00,0,0,1,26185.6,0.3272273106606216,1,0,0,train
RD_003015,CUST_000397,1769455245.1774457,2026-01-26T19:20:45.177446+00:00,0,0,1,167.1,0.5457909082542163,1,0,0,train
RD_AB_00064_00,CUST_PA00064_00,1769457856.4525774,2026-01-26T20:04:16.452577+00:00,0,0,1,13.4,0.7289612340786318,8,0,1,train
RD_AB_00064_04,CUST_PA00064_04,1769459292.198645,2026-01-26T21:33:54.015407+00:00,4,4,5,4.4,0.5263460665344859,8,1,1,train
RD_001197,CUST_003734,1769459540.9644516,2026-01-26T20:32:20.964452+00:00,0,0,1,31205.8,0.3477690185112656,1,0,0,train
RD_AB_00064_01,CUST_PA00064_01,1769460016.9977524,2026-01-26T20:49:02.418752+00:00,1,1,1,67.6,0.7367709792070427,8,1,1,train
RD_AB_00064_02,CUST_PA00064_02,1769463665.0438597,2026-01-26T21:15:40.371169+00:00,2,2,3,118.5,0.7537105150604835,8,1,1,train
RD_AB_00064_03,CUST_PA00064_03,1769473123.1237454,2026-01-26T23:20:48.350676+00:00,3,3,4,15.7,0.4955174046239554,8,1,1,train
RD_AB_00064_05,CUST_PA00064_05,1769473704.6212103,2026-01-26T20:22:40.828790+00:00,5,5,6,15.8,0.9204749499894808,8,1,1,train
RD_AB_00064_07,CUST_PA00064_07,1769480740.8048205,2026-01-27T02:07:37.850339+00:00,7,7,8,16.6,0.4121202074911587,8,1,1,train
RD_AB_00064_06,CUST_PA00064_06,1769485129.3316958,2026-01-26T22:38:33.611751+00:00,0,6,7,28.1,0.8220096598453506,8,1,1,train
RD_004407,CUST_002723,1769489194.8780406,2026-01-27T04:46:34.878041+00:00,0,0,1,44602.9,0.2289344716582354,1,0,0,train
RD_000754,CUST_004338,1769489612.0499728,2026-01-27T04:53:32.049973+00:00,0,0,1,6682.7,0.12055268485977516,1,0,0,train
RD_AB_00058_00,CUST_PA00058_00,1769497889.3976798,2026-01-27T07:11:29.397680+00:00,0,0,1,24.3,0.6081829929246302,7,0,1,train
RD_AB_00058_01,CUST_PA00058_01,1769502522.6484554,2026-01-27T08:23:47.612048+00:00,1,1,2,159.4,0.8159689277992039,7,1,1,train
RD_001770,CUST_002820,1769506621.3043957,2026-01-27T09:37:01.304396+00:00,0,0,1,15116.0,0.1384989809927949,1,0,0,train
RD_AB_00058_05,CUST_PA00058_05,1769506635.0771434,2026-01-27T12:55:05.543720+00:00,5,5,6,176.6,0.48994361862066643,7,1,1,train
RD_AB_00058_02,CUST_PA00058_02,1769507466.3935444,2026-01-27T07:29:53.515616+00:00,2,2,1,4.0,0.31725041634792217,7,1,1,train
RD_002994,CUST_002846,1769508466.6287184,2026-01-27T10:07:46.628718+00:00,0,0,1,6138.9,0.08028330350084499,1,0,0,train
RD_AB_00058_03,CUST_PA00058_03,1769509337.8245096,2026-01-27T09:42:39.664633+00:00,3,3,4,180.8,0.8692431156270258,7,1,1,train
RD_003185,CUST_002708,1769511289.5065587,2026-01-27T10:54:49.506559+00:00,1,0,2,5723.8,0.24758665310650296,4,0,0,train
RD_AB_00058_04,CUST_PA00058_04,1769515921.4045587,2026-01-27T11:36:37.987777+00:00,4,4,1,19.3,0.7748632003260003,7,1,1,train
RD_004124,CUST_000129,1769516999.5793557,2026-01-27T12:29:59.579356+00:00,0,0,1,3129.3,0.3169442291068147,1,0,0,train
RD_AB_00058_06,CUST_PA00058_06,1769519153.2191105,2026-01-27T07:50:43.002905+00:00,6,6,1,7.3,0.3624524248541365,7,1,1,train
RD_004676,CUST_004092,1769537528.4087124,2026-01-27T18:12:08.408712+00:00,0,0,1,4069.9,0.2867921585127432,1,0,0,train
RD_000267,CUST_003905,1769540423.8744707,2026-01-27T19:00:23.874471+00:00,0,0,1,20032.9,0.24391338852948372,1,0,0,train
RD_003229,CUST_002932,1769547739.8639367,2026-01-27T21:02:19.863937+00:00,0,0,1,12271.1,0.2796879800812528,1,0,0,train
RD_000598,CUST_001259,1769567181.8936956,2026-01-28T02:26:21.893696+00:00,0,0,1,6290.1,0.20511109830836674,1,0,0,train
RD_000210,CUST_004121,1769588621.9571466,2026-01-28T08:23:41.957147+00:00,0,0,1,472.8,0.16462685662185364,1,0,0,train
RD_002346,CUST_000668,1769593123.767296,2026-01-28T09:38:43.767296+00:00,0,0,1,1752.7,0.35463049097395904,1,0,0,train
RD_004914,CUST_000353,1769610618.687271,2026-01-28T14:30:18.687271+00:00,0,0,1,3318.2,0.04113037650415094,1,0,0,train
RD_000582,CUST_004006,1769616795.0567195,2026-01-28T16:13:15.056720+00:00,0,0,1,83.2,0.11967873358113279,1,0,0,train
RD_002924,CUST_001734,1769626736.1175768,2026-01-28T18:58:56.117577+00:00,0,0,1,683.3,0.11746866689055965,1,0,0,train
RD_000896,CUST_000594,1769638025.2154384,2026-01-28T22:07:05.215438+00:00,0,0,1,640.1,0.5736821785645071,27,0,0,train
RD_005099,CUST_000305,1769657360.8672333,2026-01-29T03:29:20.867233+00:00,0,0,3,7674.0,0.19652473908879306,2,0,0,train
RD_005122,CUST_002938,1769662218.1601875,2026-01-29T04:50:18.160187+00:00,0,0,1,30368.8,0.052656749409682874,1,0,0,train
RD_003936,CUST_000344,1769667222.7076244,2026-01-29T06:13:42.707624+00:00,0,0,1,15984.0,0.31044497707332414,1,0,0,train
RD_002180,CUST_004170,1769687040.2143316,2026-01-29T11:44:00.214332+00:00,0,0,1,2275.2,0.126161501851049,1,0,0,train
RD_004298,CUST_002905,1769697809.4725726,2026-01-29T14:43:29.472573+00:00,0,0,1,13522.3,0.2143069870976835,1,0,0,train
RD_AB_00030_00,CUST_PA00030_00,1769701562.554051,2026-01-29T15:46:02.554051+00:00,0,0,1,231.1,0.8797194828627062,4,0,1,train
RD_AB_00030_01,CUST_PA00030_01,1769703699.7591517,2026-01-29T16:03:49.136446+00:00,1,1,2,31.6,0.9448103564365,4,1,1,train
RD_AB_00030_02,CUST_PA00030_02,1769709322.3659062,2026-01-29T17:50:22.123954+00:00,0,2,3,235.7,0.8369001109201298,4,1,1,train
RD_001785,CUST_002091,1769713404.3527849,2026-01-29T19:03:24.352785+00:00,0,0,1,849.1,0.07943461604177664,4,0,0,train
RD_AB_00030_03,CUST_PA00030_03,1769714666.0242808,2026-01-29T18:42:14.884928+00:00,3,3,4,36.1,0.8494321980892251,4,1,1,train
RD_002185,CUST_002610,1769760722.8584871,2026-01-30T08:12:02.858487+00:00,0,0,1,3168.0,0.49997087371172017,1,0,0,train
RD_001055,CUST_001148,1769765237.7213724,2026-01-30T09:27:17.721372+00:00,0,0,1,2277.8,0.08192504425294782,1,0,0,train
RD_003000,CUST_003381,1769766485.6127691,2026-01-30T09:48:05.612769+00:00,0,0,1,177.7,0.4889689133712299,1,0,0,train
RD_004076,CUST_000252,1769772687.4738388,2026-01-30T11:31:27.473839+00:00,0,0,1,2340.4,0.24673519854207454,1,0,0,train
RD_004135,CUST_004170,1769785509.4308565,2026-01-30T15:05:09.430856+00:00,0,0,1,228.1,0.36301536606726864,1,0,0,train
RD_002242,CUST_000025,1769798531.3768258,2026-01-30T18:42:11.376826+00:00,0,0,1,22099.8,0.180438566400337,1,0,0,train
RD_004285,CUST_001739,1769803984.9741955,2026-01-30T20:13:04.974195+00:00,0,0,1,34381.1,0.5872804737850013,1,0,0,train
RD_003865,CUST_000863,1769826719.0272448,2026-01-31T02:31:59.027245+00:00,0,0,1,4830.9,0.22823565399764847,1,0,0,train
RD_002002,CUST_002361,1769831084.5573368,2026-01-31T03:44:44.557337+00:00,0,2,1,2973.8,0.05649004234034115,31,0,0,train
RD_000161,CUST_003961,1769840882.537315,2026-01-31T06:28:02.537315+00:00,0,0,1,1942.8,0.2207169676526471,1,0,0,train
RD_000035,CUST_004251,1769852122.0155108,2026-01-31T09:35:22.015511+00:00,0,0,1,3749.8,0.021825318216953403,1,0,0,train
RD_002091,CUST_002905,1769855662.9877548,2026-01-31T10:34:22.987755+00:00,0,0,1,1632.4,0.26789175920685837,1,0,0,train
RD_002864,CUST_001807,1769861439.8653736,2026-01-31T12:10:39.865374+00:00,0,0,1,4983.0,0.17998148953104293,1,0,0,train
RD_002620,CUST_004407,1769864907.4602354,2026-01-31T13:08:27.460235+00:00,0,0,1,19862.0,0.13595599155588203,1,0,0,train
RD_004965,CUST_004006,1769868736.2866936,2026-01-31T14:12:16.286694+00:00,0,0,1,4395.1,0.05461138788020074,1,0,0,train
RD_002439,CUST_003748,1769880154.808511,2026-01-31T17:22:34.808511+00:00,0,0,1,9719.7,0.4902211285829624,1,0,0,train
RD_000721,CUST_002915,1769884645.590499,2026-01-31T18:37:25.590499+00:00,0,0,1,791.3,0.111311623362918,1,0,0,train
RD_004780,CUST_002133,1769887487.8965895,2026-01-31T19:24:47.896590+00:00,0,0,1,1159.3,0.2593721686093348,1,0,0,train
RD_003287,CUST_003296,1769894294.975137,2026-01-31T21:18:14.975137+00:00,0,2,1,2933.8,0.3876148650158204,18,0,0,train
RD_001129,CUST_003537,1769921399.9214702,2026-02-01T04:49:59.921470+00:00,0,0,1,362.1,0.40820162800443077,1,0,0,train
RD_003927,CUST_002915,1769922612.9607258,2026-02-01T05:10:12.960726+00:00,0,0,1,1625.5,0.07908646579851289,1,0,0,train
RD_004808,CUST_000061,1769931871.5470843,2026-02-01T07:44:31.547084+00:00,0,0,1,2748.4,0.2033328500608125,1,0,0,train
RD_003850,CUST_000513,1769948109.8287847,2026-02-01T12:15:09.828785+00:00,0,0,2,3161.8,0.1925171760886435,3,0,0,train
RD_004212,CUST_002940,1769972700.8871598,2026-02-01T19:05:00.887160+00:00,0,0,1,3797.4,0.2667161868021733,1,0,0,train
RD_004213,CUST_001435,1769973817.161326,2026-02-01T19:23:37.161326+00:00,0,0,1,4100.1,0.1475882186911435,1,0,0,train
RD_000741,CUST_001463,1769974462.3159926,2026-02-01T19:34:22.315993+00:00,0,0,1,2577.7,0.12295188598364921,1,0,0,train
RD_003175,CUST_004251,1769992860.99545,2026-02-02T00:41:00.995450+00:00,0,0,1,27088.0,0.3768831142803795,1,0,0,train
RD_004962,CUST_000397,1769999732.03522,2026-02-02T02:35:32.035220+00:00,0,0,1,89.5,0.687417715133853,1,0,0,train
RD_005189,CUST_003208,1770005530.6155543,2026-02-02T04:12:10.615554+00:00,0,0,1,545.3,0.04810598109364576,1,0,0,train
RD_001563,CUST_000343,1770014791.4387813,2026-02-02T06:46:31.438781+00:00,0,0,1,95.7,0.25753714339303857,1,0,0,train
RD_002846,CUST_003102,1770042539.1356347,2026-02-02T14:28:59.135635+00:00,0,0,1,826.9,0.2578383559534329,1,0,0,train
RD_000011,CUST_000602,1770051318.1243317,2026-02-02T16:55:18.124332+00:00,0,0,1,10635.3,0.267205650885087,1,0,0,train
RD_001045,CUST_003045,1770062093.1161,2026-02-02T19:54:53.116100+00:00,0,0,1,142.8,0.3617441859089953,1,0,0,train
RD_001247,CUST_000648,1770070731.3172288,2026-02-02T22:18:51.317229+00:00,0,0,1,922.5,0.12567436826280814,1,0,0,train
RD_000903,CUST_003208,1770076537.5939145,2026-02-02T23:55:37.593915+00:00,0,0,1,294.5,0.17553319439811746,1,0,0,train
RD_000801,CUST_003309,1770079936.6005883,2026-02-03T00:52:16.600588+00:00,0,0,1,931.9,0.13843665294160748,1,0,0,train
RD_000748,CUST_000626,1770095395.7899318,2026-02-03T05:09:55.789932+00:00,0,0,1,4419.0,0.12197661264890435,1,0,0,train
RD_000775,CUST_001034,1770099086.6309648,2026-02-03T06:11:26.630965+00:00,0,0,1,1436.8,0.41032398877563697,1,0,0,train
RD_001079,CUST_001243,1770111054.0803254,2026-02-03T09:30:54.080325+00:00,0,0,1,11150.1,0.23743782800868135,33,0,0,train
RD_000415,CUST_000668,1770112332.333637,2026-02-03T09:52:12.333637+00:00,0,0,1,5316.0,0.08232916341731142,1,0,0,train
RD_000534,CUST_003734,1770121800.6971357,2026-02-03T12:30:00.697136+00:00,0,0,1,1412.2,0.04825307719377709,1,0,0,train
RD_004943,CUST_001801,1770124423.1021943,2026-02-03T13:13:43.102194+00:00,0,0,1,469.6,0.13891105144737007,1,0,0,train
RD_005031,CUST_000744,1770124818.0211415,2026-02-03T13:20:18.021142+00:00,0,0,1,1352.0,0.11957627775203956,1,0,0,train
RD_004091,CUST_000880,1770136705.3787756,2026-02-03T16:38:25.378776+00:00,0,0,1,3300.2,0.13173337043780892,1,0,0,train
RD_003456,CUST_003558,1770143918.816557,2026-02-03T18:38:38.816557+00:00,0,0,1,2428.9,0.06528291607898182,1,0,0,train
RD_000764,CUST_000689,1770145911.5918655,2026-02-03T19:11:51.591866+00:00,0,0,1,4257.8,0.1030469230001978,1,0,0,train
RD_000098,CUST_002370,1770150148.6037638,2026-02-03T20:22:28.603764+00:00,0,0,3,7634.1,0.025535984105979227,2,0,0,train
RD_001932,CUST_001719,1770174529.8348045,2026-02-04T03:08:49.834805+00:00,0,0,1,3200.4,0.3003984828709721,1,0,0,train
RD_000495,CUST_000456,1770180231.49943,2026-02-04T04:43:51.499430+00:00,0,0,1,9033.6,0.3152611337130055,1,0,0,train
RD_001749,CUST_002811,1770195323.2482102,2026-02-04T08:55:23.248210+00:00,0,0,1,15736.5,0.4319280707821174,1,0,0,train
RD_004054,CUST_002842,1770195965.1319246,2026-02-04T09:06:05.131925+00:00,0,0,1,6201.6,0.09190601052146326,1,0,0,train
RD_003134,CUST_002610,1770204349.712781,2026-02-04T11:25:49.712781+00:00,0,0,1,10131.5,0.1805775290542281,1,0,0,train
RD_004246,CUST_001662,1770209617.2627375,2026-02-04T12:53:37.262738+00:00,0,0,1,32130.8,0.01983445896238793,1,0,0,train
RD_005446,CUST_000399,1770229412.404261,2026-02-04T18:23:32.404261+00:00,0,0,1,4229.1,0.24231226371244854,1,0,0,train
RD_002940,CUST_000336,1770237225.1815772,2026-02-04T20:33:45.181577+00:00,0,0,1,143.4,0.183979225163153,1,0,0,train
RD_003495,CUST_001739,1770241806.8709135,2026-02-04T21:50:06.870914+00:00,0,0,1,32.8,0.0973357985695454,1,0,0,train
RD_003911,CUST_003182,1770256323.4937384,2026-02-05T01:52:03.493738+00:00,0,0,1,717.5,0.09570625644006939,1,0,0,train
RD_AB_00055_00,CUST_PA00055_00,1770280789.441351,2026-02-05T08:39:49.441351+00:00,0,0,1,14.4,0.67299406400786,3,0,1,train
